customer_id,gender,usia,kota,tenure_bulan,paket,jenis_jaringan,kuota_gb,biaya_bulanan,punya_streaming_bundle,punya_ewallet_linked,metode_bayar,jumlah_komplain_6bln,skor_kepuasan_csat,pernah_upgrade_paket,total_pemakaian_data_gb,frekuensi_login_app,churn
CUST-00061,Female,20,Jakarta,28,Pascabayar,4G,50,166.97,No,Yes,Transfer Bank,0,2.0,No,10.07,10,0
CUST-00062,Male,64,Surabaya,25,Hybrid,5G,100,138.99,No,Yes,Auto-debit,1,1.0,No,3.27,9,0
CUST-00063,Female,18,Jakarta,49,Pascabayar,Fiber,5,188.69,No,No,Kartu Kredit,0,1.0,No,5.25,8,0
CUST-00064,Male,19,Bandung,17,Pascabayar,5G,100,118.84,Yes,Yes,E-Wallet,0,5.0,No,7.87,7,0
CUST-00065,Male,40,Lainnya,17,Prabayar,4G,25,374.78,No,Yes,Kartu Kredit,3,5.0,No,0.33,10,0
CUST-00066,Female,18,Makassar,63,Prabayar,5G,50,69.75,Yes,No,Transfer Bank,0,4.0,No,1.4,11,0
CUST-00067,Male,25,Lainnya,34,Prabayar,5G,100,136.74,Yes,Yes,Transfer Bank,1,,No,6.53,8,0
CUST-00068,Male,47,Bandung,53,Prabayar,4G,5,340.13,No,Yes,E-Wallet,1,3.0,No,82.42,6,0
CUST-00069,Male,51,Makassar,41,Pascabayar,5G,5,189.93,No,Yes,E-Wallet,0,1.0,No,5.45,11,1
CUST-00070,Female,32,Makassar,44,Prabayar,5G,10,127.71,No,Yes,Auto-debit,0,4.0,No,6.72,5,0
CUST-00071,Male,55,Jakarta,49,Prabayar,4G,10,162.87,Yes,No,Kartu Kredit,1,3.0,No,5.31,7,0
CUST-00072,Male,46,Surabaya,48,Pascabayar,Fiber,10,76.91,Yes,Yes,Auto-debit,2,3.0,Yes,9.14,7,0
CUST-00073,Male,28,Medan,65,Pascabayar,4G,Unlimited,140.67,No,Yes,Kartu Kredit,0,4.0,No,15.66,11,0
CUST-00074,Female,51,Yogyakarta,56,Pascabayar,4G,100,76.16,No,Yes,Auto-debit,2,5.0,Yes,0.5,7,0
CUST-00075,Male,45,Bandung,21,Pascabayar,4G,25,57.24,Yes,Yes,E-Wallet,1,4.0,Yes,1.48,14,0
CUST-00076,Male,56,Jakarta,12,Pascabayar,4G,50,245.99,Yes,Yes,Transfer Bank,1,5.0,Yes,17.61,7,0
CUST-00077,Male,25,Lainnya,60,Prabayar,4G,5,103.36,Yes,Yes,Auto-debit,0,4.0,Yes,1.76,6,0
CUST-00078,Female,28,Jakarta,26,Pascabayar,4G,10,73.54,No,Yes,E-Wallet,1,2.0,No,9.51,7,0
CUST-00079,Female,32,Lainnya,22,Prabayar,5G,5,119.87,Yes,Yes,Transfer Bank,3,5.0,Yes,15.53,10,0
CUST-00080,Female,34,Lainnya,7,Prabayar,5G,25,184.44,No,Yes,Transfer Bank,1,2.0,No,4.52,9,1
CUST-00081,Male,59,Lainnya,39,Hybrid,4G,50,76.35,No,Yes,E-Wallet,0,1.0,No,11.92,13,0
CUST-00082,Male,52,Yogyakarta,36,Prabayar,5G,50,109.77,Yes,No,Transfer Bank,2,5.0,Yes,11.42,7,0
CUST-00083,Female,43,Jakarta,59,Prabayar,5G,50,194.79,No,Yes,Transfer Bank,0,5.0,No,12.31,5,0
CUST-00084,Female,43,Semarang,53,Prabayar,5G,5,143.8,No,Yes,Auto-debit,1,2.0,No,13.39,10,0
CUST-00085,Female,59,Yogyakarta,52,Hybrid,Fiber,50,249.05,No,Yes,E-Wallet,0,2.0,No,4.26,11,0
CUST-00086,Male,38,Yogyakarta,38,Hybrid,4G,50,196.19,No,Yes,Kartu Kredit,0,1.0,No,0.04,9,0
CUST-00087,Male,28,Surabaya,62,Prabayar,4G,Unlimited,175.19,Yes,No,Transfer Bank,1,3.0,Yes,17.11,10,0
CUST-00088,Female,24,Jakarta,70,Pascabayar,4G,10,193.1,No,Yes,Auto-debit,0,3.0,No,15.3,8,0
CUST-00089,Female,33,Surabaya,58,Prabayar,4G,5,68.62,Yes,No,Auto-debit,0,,No,8.89,10,0
CUST-00090,Male,48,Bandung,25,Pascabayar,5G,25,135.9,Yes,Yes,E-Wallet,1,2.0,No,29.82,6,0
CUST-00091,Female,40,Semarang,19,Prabayar,4G,10,317.49,Yes,Yes,E-Wallet,0,4.0,No,46.26,9,0
CUST-00092,Female,37,Lainnya,0,Prabayar,5G,10,114.67,No,No,Auto-debit,1,2.0,Yes,1.24,7,0
CUST-00093,Male,40,Yogyakarta,71,Pascabayar,Fiber,10,137.04,Yes,Yes,Transfer Bank,0,2.0,No,8.59,4,0
CUST-00094,Female,63,Makassar,52,Hybrid,5G,100,104.28,Yes,Yes,Transfer Bank,1,3.0,No,30.89,7,0
CUST-00095,Male,64,Surabaya,67,Prabayar,5G,25,103.87,Yes,Yes,Auto-debit,1,1.0,No,7.61,7,1
CUST-00096,Male,25,Bandung,56,Prabayar,5G,Unlimited,205.71,Yes,No,Kartu Kredit,0,2.0,No,4.0,7,0
CUST-00097,Female,23,Surabaya,30,Hybrid,5G,5,311.13,Yes,Yes,Kartu Kredit,1,5.0,No,26.28,10,0
CUST-00098,Female,29,Jakarta,10,Prabayar,5G,Unlimited,263.94,No,No,Transfer Bank,1,2.0,No,23.97,6,0
CUST-00099,Male,58,Jakarta,3,Prabayar,4G,25,54.06,No,Yes,Transfer Bank,1,1.0,Yes,20.94,6,0
CUST-00100,Female,39,Surabaya,57,Pascabayar,4G,50,132.87,No,No,Auto-debit,1,4.0,No,11.39,9,1
CUST-00101,Male,58,Surabaya,21,Prabayar,4G,100,115.79,No,Yes,Auto-debit,1,2.0,No,6.02,11,0
CUST-00102,Female,48,Semarang,27,Prabayar,5G,25,80.15,Yes,Yes,Transfer Bank,0,4.0,No,3.11,14,0
CUST-00103,Male,44,Jakarta,60,Prabayar,5G,5,209.67,Yes,Yes,Transfer Bank,0,1.0,Yes,45.56,7,0
CUST-00104,Female,31,Surabaya,34,Prabayar,4G,10,119.77,No,Yes,Kartu Kredit,2,1.0,No,13.38,3,1
CUST-00105,Female,34,Jakarta,68,Pascabayar,4G,Unlimited,84.94,No,Yes,Kartu Kredit,0,3.0,No,,14,0
CUST-00106,Female,24,Semarang,39,Pascabayar,5G,5,163.44,No,No,Transfer Bank,1,5.0,Yes,0.13,6,0
CUST-00107,Female,42,Medan,59,Prabayar,4G,Unlimited,76.08,Yes,No,E-Wallet,0,4.0,Yes,15.34,4,0
CUST-00108,Male,31,Surabaya,9,Pascabayar,4G,100,231.07,Yes,Yes,Kartu Kredit,0,1.0,No,8.67,10,0
CUST-00109,Female,31,Jakarta,28,Prabayar,4G,50,239.21,No,No,E-Wallet,0,,No,4.88,1,0
CUST-00110,Male,19,Lainnya,13,Prabayar,4G,10,191.35,No,No,E-Wallet,2,1.0,Yes,59.98,6,0
CUST-00111,Female,55,Semarang,4,Pascabayar,5G,Unlimited,171.88,No,No,E-Wallet,2,1.0,No,8.09,4,1
CUST-00112,Female,62,Makassar,71,Prabayar,4G,5,132.28,No,Yes,Kartu Kredit,0,1.0,Yes,0.39,7,1
CUST-00113,Male,41,Medan,37,Pascabayar,4G,100,158.56,No,Yes,E-Wallet,0,5.0,Yes,4.27,5,0
CUST-00114,Female,43,Lainnya,25,Prabayar,Fiber,10,130.78,No,No,Transfer Bank,0,5.0,No,5.74,8,0
CUST-00115,Female,61,Lainnya,27,Pascabayar,5G,25,66.99,No,Yes,Auto-debit,0,1.0,No,22.35,13,0
CUST-00116,Male,42,Bandung,17,Hybrid,5G,5,187.12,No,No,E-Wallet,0,2.0,No,13.54,5,1
CUST-00117,Male,47,Makassar,8,Prabayar,5G,50,254.61,Yes,Yes,Kartu Kredit,0,5.0,Yes,52.2,6,0
CUST-00118,Male,38,Jakarta,65,Hybrid,4G,5,104.44,Yes,No,Kartu Kredit,1,3.0,Yes,15.9,7,0
CUST-00119,Male,42,Makassar,7,Prabayar,4G,5,201.7,No,No,Auto-debit,1,2.0,Yes,4.02,10,0
CUST-00120,Male,42,Bandung,27,Prabayar,4G,10,138.85,No,No,Auto-debit,1,3.0,Yes,1.93,8,0
CUST-00121,Female,51,Jakarta,11,Prabayar,4G,25,108.35,No,No,Transfer Bank,0,,No,0.28,4,0
CUST-00122,Female,46,Lainnya,66,Pascabayar,4G,Unlimited,47.81,No,Yes,Auto-debit,0,2.0,Yes,23.62,4,0
CUST-00123,Male,41,Lainnya,14,Pascabayar,5G,100,189.92,Yes,Yes,Kartu Kredit,0,4.0,No,15.16,7,0
CUST-00124,Female,21,Surabaya,28,Hybrid,4G,25,172.61,No,No,Auto-debit,0,2.0,No,7.29,10,0
CUST-00125,Female,60,Lainnya,54,Pascabayar,4G,50,84.07,No,No,Transfer Bank,0,3.0,No,22.39,16,0
CUST-00126,Male,59,Surabaya,41,Prabayar,5G,100,122.84,No,Yes,Transfer Bank,2,4.0,No,3.34,6,0
CUST-00127,Female,26,Bandung,27,Hybrid,4G,25,138.36,No,Yes,Auto-debit,1,5.0,Yes,22.89,8,0
CUST-00128,Female,31,Lainnya,40,Hybrid,5G,100,162.26,Yes,No,Kartu Kredit,1,4.0,No,,8,0
CUST-00129,Female,63,Surabaya,31,Pascabayar,4G,50,220.38,No,Yes,Transfer Bank,0,4.0,No,65.05,7,0
CUST-00130,Female,33,Bandung,20,Pascabayar,5G,100,128.57,No,No,Auto-debit,1,1.0,Yes,3.9,6,0
CUST-00131,Female,56,Makassar,43,Pascabayar,Fiber,Unlimited,61.82,No,No,Auto-debit,0,3.0,Yes,4.3,11,0
CUST-00132,Male,54,Jakarta,26,Prabayar,5G,25,141.44,Yes,Yes,Transfer Bank,0,2.0,No,2.63,12,0
CUST-00133,Female,58,Bandung,69,Hybrid,Fiber,5,114.7,No,Yes,E-Wallet,0,1.0,No,0.29,7,0
CUST-00134,Female,18,Surabaya,33,Hybrid,4G,50,95.91,No,No,Transfer Bank,1,4.0,No,5.29,7,0
CUST-00135,Male,40,Makassar,54,Pascabayar,4G,10,205.02,No,Yes,Kartu Kredit,1,4.0,No,1.32,7,0
CUST-00136,Female,44,Jakarta,16,Prabayar,4G,5,91.11,No,No,Kartu Kredit,0,5.0,No,9.82,11,0
CUST-00137,Male,57,Jakarta,46,Prabayar,4G,5,72.58,No,Yes,Transfer Bank,0,4.0,No,4.93,9,0
CUST-00138,Male,28,Makassar,40,Hybrid,Fiber,50,110.66,Yes,Yes,Auto-debit,0,3.0,Yes,3.38,10,0
CUST-00139,Male,32,Jakarta,53,Hybrid,4G,Unlimited,136.98,No,Yes,Auto-debit,1,5.0,Yes,13.18,4,0
CUST-00140,Female,26,Bandung,33,Pascabayar,4G,25,145.48,No,Yes,Kartu Kredit,1,2.0,No,10.18,7,0
CUST-00141,Male,53,Makassar,51,Hybrid,Fiber,50,232.66,No,No,E-Wallet,0,3.0,No,8.5,8,0
CUST-00142,Male,64,Yogyakarta,4,Pascabayar,4G,10,101.12,No,No,Transfer Bank,0,1.0,Yes,17.76,6,1
CUST-00143,Male,24,Jakarta,49,Hybrid,5G,5,190.76,No,Yes,Transfer Bank,1,2.0,No,3.59,7,0
CUST-00144,Female,28,Lainnya,54,Prabayar,4G,100,110.78,No,Yes,Auto-debit,0,3.0,No,10.06,12,0
CUST-00145,Female,32,Yogyakarta,35,Prabayar,Fiber,50,51.63,No,No,Kartu Kredit,1,2.0,Yes,20.73,4,0
CUST-00146,Male,59,Surabaya,2,Pascabayar,4G,10,222.57,Yes,Yes,Transfer Bank,1,2.0,Yes,0.56,8,1
CUST-00147,Male,38,Yogyakarta,40,Prabayar,5G,50,66.7,No,Yes,Auto-debit,0,2.0,No,2.11,10,1
CUST-00148,Female,31,Yogyakarta,56,Prabayar,5G,50,154.71,Yes,No,Kartu Kredit,1,3.0,No,2.76,8,0
CUST-00149,Male,33,Semarang,33,Pascabayar,Fiber,5,70.65,No,Yes,Transfer Bank,0,4.0,No,51.88,6,0
CUST-00150,Female,46,Medan,6,Prabayar,Fiber,10,168.59,Yes,Yes,Auto-debit,2,1.0,Yes,5.8,9,1
CUST-00151,Male,36,Yogyakarta,28,Pascabayar,5G,Unlimited,78.83,Yes,Yes,Auto-debit,1,4.0,No,2.74,5,0
CUST-00152,Female,24,Lainnya,71,Prabayar,4G,25,60.27,No,Yes,Kartu Kredit,0,4.0,Yes,13.31,5,0
CUST-00153,Male,56,Semarang,19,Pascabayar,5G,100,123.99,No,Yes,Kartu Kredit,0,3.0,No,30.98,8,0
CUST-00154,Male,37,Lainnya,38,Prabayar,Fiber,50,43.07,No,Yes,Transfer Bank,1,1.0,No,8.81,7,0
CUST-00155,Female,30,Yogyakarta,25,Pascabayar,5G,5,129.24,No,Yes,E-Wallet,1,4.0,No,3.78,12,0
CUST-00156,Male,52,Lainnya,51,Pascabayar,Fiber,Unlimited,190.34,No,No,E-Wallet,1,2.0,No,5.82,5,0
CUST-00157,Female,53,Lainnya,30,Prabayar,5G,Unlimited,315.99,Yes,Yes,E-Wallet,0,,No,18.18,7,0
CUST-00158,Female,25,Jakarta,27,Prabayar,4G,100,148.96,No,No,Transfer Bank,0,1.0,No,5.41,7,1
CUST-00159,Female,21,Jakarta,41,Prabayar,4G,5,133.48,Yes,Yes,Transfer Bank,0,3.0,Yes,8.54,4,0
CUST-00160,Female,20,Semarang,41,Prabayar,4G,Unlimited,226.51,No,Yes,E-Wallet,1,5.0,Yes,6.31,6,0
CUST-00161,Female,53,Bandung,35,Prabayar,5G,5,75.54,Yes,Yes,Transfer Bank,0,5.0,No,7.57,6,0
CUST-00162,Male,47,Semarang,18,Prabayar,5G,50,91.72,No,No,Auto-debit,0,2.0,Yes,26.39,5,0
CUST-00163,Male,55,Yogyakarta,7,Pascabayar,4G,25,188.2,Yes,Yes,E-Wallet,1,3.0,No,7.48,6,0
CUST-00164,Male,47,Lainnya,49,Prabayar,5G,100,109.31,Yes,Yes,Transfer Bank,1,2.0,Yes,36.49,4,0
CUST-00165,Female,36,Bandung,24,Prabayar,4G,5,119.26,No,No,Auto-debit,0,2.0,Yes,16.52,9,0
CUST-00166,Male,45,Makassar,44,Prabayar,4G,Unlimited,140.93,No,Yes,E-Wallet,0,1.0,Yes,29.54,9,0
CUST-00167,Male,51,Jakarta,27,Prabayar,5G,50,80.18,Yes,No,Auto-debit,0,3.0,Yes,15.38,4,0
CUST-00168,Male,36,Medan,61,Pascabayar,5G,10,61.14,No,Yes,Kartu Kredit,0,2.0,No,49.62,9,1
CUST-00169,Male,61,Jakarta,50,Pascabayar,4G,10,89.04,Yes,No,Transfer Bank,0,2.0,No,5.29,10,0
CUST-00170,Male,60,Medan,29,Pascabayar,5G,100,114.54,Yes,No,E-Wallet,1,2.0,Yes,25.04,10,0
CUST-00171,Male,55,Medan,23,Prabayar,Fiber,10,168.66,Yes,Yes,Transfer Bank,2,2.0,Yes,6.99,10,0
CUST-00172,Female,64,Yogyakarta,53,Prabayar,5G,10,136.09,Yes,Yes,Auto-debit,0,1.0,Yes,6.94,4,0
CUST-00173,Female,36,Semarang,0,Prabayar,Fiber,Unlimited,185.23,Yes,No,Transfer Bank,1,4.0,No,48.66,8,0
CUST-00174,Female,23,Surabaya,4,Pascabayar,4G,Unlimited,135.11,No,Yes,Kartu Kredit,1,1.0,Yes,7.72,8,0
CUST-00175,Male,40,Jakarta,6,Prabayar,4G,10,197.85,No,Yes,E-Wallet,1,1.0,No,2.53,8,1
CUST-00176,Female,53,Jakarta,24,Pascabayar,4G,50,119.86,Yes,Yes,Transfer Bank,1,5.0,No,7.29,11,0
CUST-00177,Male,54,Lainnya,35,Pascabayar,5G,25,45.61,Yes,Yes,Kartu Kredit,1,2.0,No,0.26,8,0
CUST-00178,Female,36,Lainnya,21,Pascabayar,4G,10,100.14,Yes,Yes,Auto-debit,2,1.0,Yes,2.14,8,0
CUST-00179,Female,31,Surabaya,13,Pascabayar,Fiber,10,142.71,No,Yes,E-Wallet,0,4.0,No,10.1,7,0
CUST-00180,Female,38,Surabaya,22,Hybrid,5G,5,177.19,Yes,No,Transfer Bank,2,3.0,No,10.97,8,0
CUST-00181,Male,55,Bandung,35,Prabayar,Fiber,Unlimited,105.03,Yes,Yes,E-Wallet,0,2.0,Yes,0.55,9,0
CUST-00182,Male,20,Makassar,21,Prabayar,4G,10,149.78,No,No,Kartu Kredit,0,2.0,No,22.64,8,0
CUST-00183,Female,33,Surabaya,41,Hybrid,5G,10,111.81,No,No,Kartu Kredit,2,5.0,No,7.37,4,0
CUST-00184,Male,28,Jakarta,27,Pascabayar,4G,50,92.33,Yes,Yes,E-Wallet,1,3.0,Yes,19.17,8,0
CUST-00185,Male,55,Bandung,67,Prabayar,5G,5,177.23,No,No,Transfer Bank,0,4.0,No,42.08,9,0
CUST-00186,Male,40,Surabaya,71,Prabayar,5G,Unlimited,161.78,Yes,Yes,Transfer Bank,0,4.0,Yes,6.24,9,0
CUST-00187,Male,22,Surabaya,47,Prabayar,4G,Unlimited,363.5,Yes,Yes,Kartu Kredit,1,4.0,No,59.24,6,0
CUST-00188,Male,30,Jakarta,39,Pascabayar,Fiber,25,105.12,No,Yes,E-Wallet,3,1.0,No,8.59,10,1
CUST-00189,Male,20,Makassar,2,Prabayar,5G,10,236.73,No,Yes,Auto-debit,1,3.0,No,18.38,9,0
CUST-00190,Female,40,Medan,44,Prabayar,5G,5,66.72,No,Yes,Auto-debit,0,4.0,No,6.54,9,0
CUST-00191,Female,64,Surabaya,27,Prabayar,4G,Unlimited,236.82,No,Yes,Kartu Kredit,1,4.0,Yes,3.66,8,0
CUST-00192,Female,44,Medan,20,Hybrid,4G,25,136.51,Yes,Yes,Transfer Bank,1,5.0,No,23.04,7,0
CUST-00193,Male,58,Medan,57,Pascabayar,4G,50,114.61,No,No,Transfer Bank,1,4.0,Yes,41.5,9,0
CUST-00194,Female,52,Yogyakarta,3,Prabayar,5G,5,162.13,No,No,Auto-debit,0,2.0,No,77.21,9,0
CUST-00195,Male,59,Lainnya,18,Hybrid,4G,100,167.67,No,No,Auto-debit,0,5.0,No,1.82,8,0
CUST-00196,Male,32,Jakarta,55,Prabayar,Fiber,50,223.55,Yes,Yes,Kartu Kredit,0,2.0,No,5.37,7,1
CUST-00197,Male,62,Lainnya,66,Pascabayar,Fiber,5,86.05,No,No,E-Wallet,1,2.0,No,5.98,8,0
CUST-00198,Male,29,Makassar,37,Pascabayar,4G,5,66.32,No,No,Transfer Bank,2,4.0,No,17.27,8,1
CUST-00199,Female,38,Makassar,38,Prabayar,5G,Unlimited,162.59,Yes,No,Transfer Bank,1,3.0,No,18.6,6,1
CUST-00200,Male,50,Bandung,69,Pascabayar,4G,5,158.05,No,No,Auto-debit,0,3.0,No,35.25,7,1
CUST-00201,Female,31,Surabaya,6,Hybrid,4G,10,221.82,No,Yes,E-Wallet,1,3.0,No,18.42,6,0
CUST-00202,Male,30,Jakarta,34,Prabayar,4G,5,109.04,Yes,No,E-Wallet,2,2.0,No,2.71,11,0
CUST-00203,Female,24,Lainnya,17,Prabayar,Fiber,5,99.05,No,Yes,Transfer Bank,1,2.0,Yes,18.83,13,0
CUST-00204,Male,18,Semarang,34,Pascabayar,Fiber,100,160.45,Yes,No,E-Wallet,0,3.0,No,21.33,9,0
CUST-00205,Male,41,Bandung,65,Prabayar,4G,100,140.02,Yes,Yes,Transfer Bank,1,2.0,Yes,0.43,8,0
