customer_id,gender,usia,kota,tenure_bulan,paket,jenis_jaringan,kuota_gb,biaya_bulanan,punya_streaming_bundle,punya_ewallet_linked,metode_bayar,jumlah_komplain_6bln,skor_kepuasan_csat,pernah_upgrade_paket,total_pemakaian_data_gb,frekuensi_login_app,churn,is_unlimited,tenure_group,usage_per_cost,high_complain_flag,low_csat_flag,engagement_score
CUST-00042,0,0.380079391381858,1,-1.4844285429178743,2,0,5,0.5790720901018327,0,0,0,0,5,0,0.22602978900845888,-0.7251643709884267,0,0,0,-0.15532152932277096,0,0,1.068290717369564
CUST-00043,1,1.2726586884289115,1,-0.9109500711033609,2,1,25,-1.0562123140413526,0,1,3,0,1,1,-0.1332298534288741,-1.0818610610958674,0,0,1,0.2166768879990468,0,1,-1.7623241970960857
CUST-00044,1,1.1982770803416571,2,-1.0065298164057799,1,1,50,0.30693889518742706,1,0,0,2,1,1,-0.8187289505795206,-1.7952544413107487,1,0,1,-0.6667657702477934,1,1,-2.06492518116285
CUST-00045,0,-1.3306975946249946,2,0.7139055990377602,2,1,999,-0.2537921742423695,1,1,1,0,3,1,-0.30427442583929554,-0.011770990773545355,0,1,3,-0.28161672052011105,0,0,-0.029985458813449307
CUST-00046,1,0.3056977832946035,0,1.3351739435034828,2,0,999,0.761426183041052,1,0,0,0,2,0,-0.7421221150597951,-0.7251643709884267,0,1,3,-0.645003316117823,0,1,-0.989650429637268
CUST-00047,0,-0.43811829757794113,6,-0.4330513445912665,1,0,50,0.7117214899060006,1,1,2,0,3,1,-0.407957815292717,1.4150157696562173,0,0,2,-0.483874235681136,0,0,0.500453508941557
CUST-00048,0,1.0495138641671482,4,-0.6242108351961043,1,1,10,0.1735128595530243,0,1,2,0,1,0,-0.3339925947909131,0.701622389441336,0,0,1,-0.38102441489810346,0,1,-1.102883061648089
CUST-00049,0,0.00817135094558566,6,0.18821699987445628,2,2,100,-0.4053914883042756,0,0,0,3,2,0,-0.9732634291279322,-1.0818610610958674,1,0,2,-0.7475285135965407,1,1,-1.1352926381668573
CUST-00050,0,1.7189483369524383,2,1.6697030520619491,2,0,25,-0.898555240503612,0,1,3,0,3,0,-0.7130643498626579,1.0583190795487767,0,0,3,-0.478652009848179,0,0,0.3510614320544248
CUST-00051,1,-0.21497347331617772,1,-0.4808412172424759,2,0,50,0.68189867402497,0,1,0,2,1,0,3.2136963742777507,1.771712459763658,1,0,2,1.2613928918958066,1,1,-0.5212516946191185
CUST-00052,1,0.6032242156436214,6,-0.7675804531497326,2,2,10,-0.12083212010610744,0,1,3,2,2,0,-0.7989168379451087,0.34492569933389533,1,0,1,-0.6351306472865131,1,1,-0.5907581831035845
CUST-00053,1,-1.3306975946249946,0,0.04484738192082795,2,0,25,-0.1424225961866451,0,1,0,1,3,0,-0.7355180775149912,-0.7251643709884267,1,0,2,-0.5918628129022518,0,0,-0.31969627040115867
CUST-00054,1,1.495803512690675,1,1.3829638161546924,2,2,25,-0.5433220117540427,0,0,2,3,5,0,-0.39673095146655035,-0.7251643709884267,1,0,3,-0.2785665152725999,1,0,1.0367181650377475
CUST-00055,1,-1.1819343784504857,0,0.7616954716889696,2,2,100,1.625045226262567,1,0,3,0,5,1,-0.24087566540917787,0.34492569933389533,0,0,3,-0.48713250019625787,0,0,1.4463912830993684
CUST-00056,0,-0.43811829757794113,2,0.04484738192082795,0,0,999,1.7059706797730725,0,0,2,1,1,0,-0.20653467017619753,-0.368467680880986,0,1,2,-0.4803362607739661,0,1,-1.4981928446616195
CUST-00057,1,1.1982770803416571,1,0.7616954716889696,0,0,10,-0.477618620516147,0,1,1,2,5,0,-0.9600553540383243,-1.0818610610958674,1,0,3,-0.7365908334182201,1,0,0.874235029866691
CUST-00058,0,1.644566728865184,5,-1.675588033522712,2,2,50,-0.8038056692149207,0,1,0,0,5,0,-0.310218059629619,0.701622389441336,0,0,0,-0.1136288448195963,0,0,1.5767996514264373
CUST-00059,0,-0.06621025714166881,0,0.8572752169913885,1,0,999,-0.4005763461568175,0,0,2,2,5,0,-0.9877923117265008,-0.368467680880986,1,1,3,-0.7584822579451157,1,0,1.1406765690571437
CUST-00060,0,-0.06621025714166881,1,-1.3888487976154553,2,1,5,-0.7468005992756588,0,1,2,2,4,0,0.05036239031667484,-0.368467680880986,1,0,4,0.1931633001174736,1,0,0.5236893003713351
CUST-00061,0,-1.5538424188867581,1,-0.38526147194005705,1,0,50,0.28053327695943125,0,1,3,0,2,0,-0.32870936475506995,0.701622389441336,0,0,2,-0.39375762017957044,0,1,-0.43299586434693554
CUST-00062,1,1.7189483369524383,6,-0.5286310898936853,0,1,100,-0.15407213364017275,0,1,0,1,1,0,-0.7777839178017363,0.34492569933389533,0,0,2,-0.6190998970247384,0,1,-1.2593061417056155
CUST-00063,0,-1.702605635061267,1,0.6183258537353413,1,2,5,0.6179038816135914,0,0,2,0,1,0,-0.6470239744146187,-0.011770990773545355,0,0,3,-0.5925093564096869,0,1,-1.3866007800572238
CUST-00064,1,-1.6282240269740125,0,-0.9109500711033609,1,1,100,-0.46705637322494853,1,1,1,0,5,0,-0.4739981907407561,-0.368467680880986,0,0,1,-0.3585346192291921,0,0,1.1667247617550793
CUST-00065,1,-0.06621025714166881,2,-0.9109500711033609,2,0,25,2.6610968396920467,0,1,2,3,5,0,-0.9719426216189714,0.701622389441336,0,0,1,-0.7566213027162907,1,0,1.5432517220134143
CUST-00066,0,-1.702605635061267,3,1.2873840708522735,2,1,50,-1.2295574313498439,1,0,3,0,4,0,-0.9012794198895695,1.0583190795487767,0,0,3,-0.6410896706931589,0,0,1.011138705884505
CUST-00067,1,-1.1819343784504857,2,-0.09852223603280039,2,1,100,-0.18902074600075564,1,1,3,1,3,0,-0.5624922938411286,-0.011770990773545355,0,0,2,-0.4709997605902804,0,0,-0.0430765170973737
CUST-00068,1,0.45446099946911245,0,0.809485344340179,2,0,5,2.6610968396920467,0,1,1,1,3,0,4.449311798910563,-0.7251643709884267,0,0,3,0.8170883278016051,0,0,-0.056837194730859054
CUST-00069,1,0.7519874318181303,3,0.23600687252566574,1,1,5,0.6371644502034239,0,1,1,0,1,0,-0.6338158993250108,1.0583190795487767,1,0,2,-0.5871655554953296,0,1,-0.9841595509708652
CUST-00070,0,-0.6612631218397045,3,0.37937649047929406,2,1,10,-0.32928117694122855,0,1,0,0,4,0,-0.5499446225060011,-1.0818610610958674,0,0,2,-0.4414267487089915,0,0,0.22540736110924106
CUST-00071,1,1.0495138641671482,1,0.6183258537353413,2,0,10,0.21684913888014698,1,0,2,1,3,0,-0.6430615518877364,-0.368467680880986,0,0,3,-0.5633996624507415,0,0,-0.18108506504196312
CUST-00072,1,0.380079391381858,6,0.5705359810841318,1,2,10,-1.1183431804601667,1,1,0,2,3,1,-0.39012691392174637,-0.368467680880986,0,0,2,-0.04050202157599007,1,0,-0.16826185449786382
CUST-00073,1,-0.9587895541887224,4,1.3829638161546924,1,0,999,-0.12797716974427117,0,1,2,0,4,0,0.040456333999468935,1.0583190795487767,0,1,3,-0.08223151869331445,0,0,1.058882565508227
CUST-00074,0,0.7519874318181303,7,0.9528549622938074,1,0,100,-1.1299927179136944,0,1,0,2,5,1,-0.9607157577928047,-0.368467680880986,0,0,3,-0.7230423415844462,1,0,1.1420492887237441
CUST-00075,1,0.3056977832946035,0,-0.7197905804985232,1,0,25,-1.4238717160746845,1,1,1,1,4,1,-0.8959961898537263,2.1284091498710986,0,0,1,-0.6064554574414723,0,0,1.4131781633611267
CUST-00076,1,1.1238954722544026,1,-1.1498994343594082,1,0,50,1.5079285430631026,1,1,3,1,5,1,0.16923506612314526,-0.368467680880986,0,0,4,-0.323879243018671,0,0,1.1993352240787163
CUST-00077,1,-1.1819343784504857,2,1.1440144528986451,2,0,5,-0.7075028262657589,1,1,0,0,4,1,-0.8775048847282754,-0.7251643709884267,0,0,3,-0.659091786545035,0,0,0.34272467115238603
CUST-00078,0,-0.9587895541887224,1,-0.4808412172424759,1,0,10,-1.1706884354180174,0,1,1,1,2,0,-0.3656919750059719,-0.368467680880986,0,0,2,0.022728014014409628,0,1,-0.8366424082625045
CUST-00079,0,-0.6612631218397045,2,-0.6720007078473137,2,1,5,-0.45105767512210393,1,1,3,3,5,1,0.031871085191223794,0.701622389441336,0,0,1,0.02828665078516531,1,0,1.5941427925800757
CUST-00080,0,-0.5124999056651955,2,-1.3888487976154553,2,1,25,0.5518898360436015,0,1,3,1,2,0,-0.6952334484916873,0.34492569933389533,1,0,4,-0.6128453487321448,0,1,-0.5855016712095281
CUST-00081,1,1.347040296516166,2,0.14042712722324685,0,0,50,-1.1270415017588007,0,1,1,0,1,0,-0.20653467017619753,1.771712459763658,0,0,2,0.186056482369729,0,1,-0.6946496251880246
CUST-00082,1,0.8263690399053848,7,-0.002942490730381495,2,1,50,-0.6079381128296095,1,0,3,2,5,1,-0.2395548579002171,-0.368467680880986,0,0,2,-0.12806109515772843,1,0,1.1786105052097933
CUST-00083,0,0.1569345671200946,1,1.0962245802474357,2,1,50,0.7126534529022828,0,1,3,0,5,0,-0.18077892375146223,-1.0818610610958674,0,0,3,-0.3757615492350829,0,0,0.9137425714908095
CUST-00084,0,0.1569345671200946,5,0.809485344340179,2,1,5,-0.07935976677154882,0,1,0,1,2,0,-0.10945531826757993,0.701622389441336,0,0,3,-0.19348636682148937,0,1,-0.4218801831442172
CUST-00085,0,1.347040296516166,7,0.7616954716889696,0,2,50,1.5554586558734955,0,1,1,0,2,0,-0.7124039461081775,1.0583190795487767,0,0,3,-0.658033235638702,0,1,-0.31852443653942614
CUST-00086,1,-0.21497347331617772,7,0.09263725457203739,0,0,50,0.7343992561488678,0,1,2,0,1,0,-0.9910943304989028,0.34492569933389533,0,0,2,-0.7616983945484481,0,1,-1.2701204942010307
CUST-00087,1,-0.9587895541887224,6,1.239594198201064,2,0,999,0.4082122074500941,1,0,3,1,3,1,0.13621487839912566,0.701622389441336,0,1,3,-0.1649204482161435,0,0,0.2601940863189519
CUST-00088,0,-1.2563159865377402,1,1.6219131794107395,1,0,10,0.6864031618403339,0,1,0,0,3,0,0.016681798838174878,-0.011770990773545355,0,0,3,-0.27752717400146326,0,0,-0.013713708619109468
CUST-00089,0,-0.58688151375245,6,1.0484347075962264,2,0,5,-1.2471094011131587,1,0,0,0,3,0,-0.40663700778375617,0.701622389441336,0,0,3,0.023409635322530337,0,0,0.2326727310519812
CUST-00090,1,0.5288426075563669,0,-0.5286310898936853,1,1,25,-0.20206822794870663,1,1,1,1,2,0,0.9755880503437034,-0.7251643709884267,0,0,2,0.5784463144019494,0,1,-0.9025664332268174
CUST-00091,0,-0.06621025714166881,5,-0.815370325800942,2,0,10,2.6185177802994035,1,1,1,0,4,0,2.0612918227094674,0.34492569933389533,0,0,1,0.13151455761582878,0,0,0.8934865861665789
CUST-00092,0,-0.2893550814034322,2,-1.7233779061739214,2,1,10,-0.5318278014665622,0,0,0,1,2,1,-0.9118458799612558,-0.368467680880986,0,0,0,-0.6969309914604298,0,1,-0.8643311683668654
CUST-00093,1,-0.06621025714166881,7,1.6697030520619491,1,2,10,-0.18436093101934484,1,1,3,0,2,0,-0.42644912041816796,-1.438557751203308,0,0,3,-0.3797344801226425,0,1,-1.241494267007284
CUST-00094,0,1.644566728865184,3,0.7616954716889696,0,1,100,-0.6932127269894317,1,1,3,1,3,0,1.0462512520731053,-0.368467680880986,0,0,3,1.0439110167435923,0,0,-0.0954407502330695
CUST-00095,1,1.7189483369524383,6,1.4785435614571112,2,1,25,-0.69958114079736,1,1,0,1,1,0,-0.4911686883572463,-0.368467680880986,1,0,3,-0.3160731322691227,0,1,-1.512623141644666
CUST-00096,1,-1.1819343784504857,0,0.9528549622938074,2,1,999,0.8822707182256454,1,0,2,0,2,0,-0.7295744437246677,-0.368467680880986,0,1,3,-0.643782053665909,0,1,-0.8550904213429192
CUST-00097,0,-1.3306975946249946,6,-0.28968172663763814,0,1,5,2.519729702693489,1,1,2,1,5,0,0.7418051212576449,0.701622389441336,0,0,2,-0.24445567262730614,0,0,1.630134832618997
CUST-00098,0,-0.8844079461014679,1,-1.245479179661827,2,1,999,1.7867408061175305,0,0,3,1,2,0,0.5892518539726743,-0.7251643709884267,0,1,4,-0.2057969372270339,0,1,-0.9221527992014861
CUST-00099,1,1.2726586884289115,1,-1.5800082882202933,2,0,25,-1.4732657548776418,0,1,3,1,1,1,0.3891495163651158,-0.7251643709884267,0,0,0,1.5790832334673521,0,1,-1.6019168819086689
CUST-00100,0,-0.14059186522892328,6,1.0006448349450168,1,0,50,-0.24913235926095828,0,0,0,1,4,0,-0.24153606916365825,0.34492569933389533,1,0,3,-0.238994262538376,0,0,0.7767384525705615
CUST-00101,1,1.2726586884289115,6,-0.7197905804985232,2,0,100,-0.5144311588692942,0,1,0,1,2,0,-0.5961728853196286,1.0583190795487767,0,0,1,-0.4455212367166388,0,1,-0.31263178626328647
CUST-00102,0,0.5288426075563669,5,-0.4330513445912665,2,1,25,-1.0680171786609272,1,1,3,0,4,0,-0.7883503778734225,2.1284091498710986,0,0,2,-0.5269410618423382,0,0,1.4186355610600512
CUST-00103,1,0.23131617520734904,1,1.1440144528986451,2,1,5,0.9437802759802709,1,1,3,0,1,1,2.01506355989584,-0.368467680880986,0,0,3,0.5688344617452654,0,1,-1.385562870065404
CUST-00104,0,-0.735644729926959,6,-0.09852223603280039,2,0,10,-0.4526109467825744,0,1,2,2,1,0,-0.11011572202206031,-1.7952544413107487,1,0,2,-0.0806887249440815,1,1,-2.029000103058885
CUST-00105,0,-0.5124999056651955,1,1.5263334341083208,1,0,999,-0.9936154661243976,0,1,2,0,3,0,-0.310218059629619,2.1284091498710986,0,1,3,-0.02130076761229091,0,0,0.773256431952843
CUST-00106,0,-1.2563159865377402,5,0.14042712722324685,1,1,5,0.22570278734482788,0,0,3,1,5,1,-0.9851506967085791,-0.7251643709884267,0,0,2,-0.7580791611384593,0,0,1.0068866230147904
CUST-00107,0,0.08255295903284013,4,1.0962245802474357,2,0,999,-1.1312353352420708,1,0,1,0,4,1,0.01932341385609639,-1.438557751203308,0,1,3,0.46261583429472913,0,0,0.12034408516306838
CUST-00108,1,-0.735644729926959,6,-1.2932690523130366,1,0,100,1.276180411320926,1,1,2,0,1,0,-0.4211658903823248,0.701622389441336,0,0,4,-0.532881693228866,0,1,-1.1073025493551936
CUST-00109,0,-0.735644729926959,1,-0.38526147194005705,2,0,50,1.4026167244832128,0,0,1,0,3,0,-0.6714589133303932,-2.50864782152563,0,0,2,-0.6378407931540719,0,0,-0.986067966117115
CUST-00110,1,-1.6282240269740125,2,-1.1021095617081986,2,0,10,0.6592209077821027,0,0,1,2,1,1,2.967365773856564,-0.7251643709884267,0,0,1,1.157340584202614,1,1,-1.4712071848742978
CUST-00111,0,1.0495138641671482,5,-1.5322184155690837,1,1,999,0.35679891548852544,0,0,1,2,1,0,-0.4594693081421875,-1.438557751203308,1,1,0,-0.47477284603749287,1,1,-1.9127876649425162
CUST-00112,0,1.5701851207779294,3,1.6697030520619491,2,0,5,-0.2582966620577334,0,1,2,0,1,1,-0.967980199092089,-0.368467680880986,1,0,3,-0.7449277066097508,0,1,-1.53679640016383
CUST-00113,1,0.00817135094558566,4,0.04484738192082795,1,0,100,0.1499031303138748,0,1,1,0,5,1,-0.7117435423536971,-1.0818610610958674,0,0,2,-0.5981480459281513,0,0,0.8868238736384437
CUST-00114,0,0.1569345671200946,2,-0.5286310898936853,2,2,10,-0.2815957369647887,0,0,3,0,5,0,-0.6146641904450795,-0.011770990773545355,0,0,2,-0.49471314997688126,0,0,1.2935171855945171
CUST-00115,0,1.495803512690675,2,-0.4330513445912665,1,1,25,-1.2724277291788255,0,1,0,0,1,0,0.482266445746851,1.771712459763658,0,0,2,1.2613978456765103,0,1,-0.6597289761084012
CUST-00116,1,0.08255295903284013,0,-0.9109500711033609,0,1,5,0.593517516544207,0,0,1,0,2,0,-0.09954926195037414,-1.0818610610958674,1,0,1,-0.31971076249812547,0,1,-1.0909973181933752
CUST-00117,1,0.45446099946911245,3,-1.341058924964246,2,1,50,1.641820560195647,1,1,2,0,5,1,2.4535716528708202,-0.7251643709884267,0,0,4,0.49465898814895304,0,0,1.1812220206730821
CUST-00118,1,-0.21497347331617772,1,1.3829638161546924,0,0,5,-0.6907274923326792,1,0,2,1,3,1,0.05630602410699835,-0.368467680880986,0,0,3,0.16568488213169466,0,0,-0.1456287204826913
CUST-00119,1,0.08255295903284013,3,-1.3888487976154553,2,0,5,0.819984524640784,0,0,0,1,2,1,-0.7282536362157069,0.701622389441336,0,0,4,-0.6408169954764539,0,1,-0.4532518496711661
CUST-00120,1,0.08255295903284013,0,-0.4330513445912665,2,0,10,-0.15624671396483147,0,0,0,1,3,1,-0.8662780209021087,-0.011770990773545355,0,0,2,-0.6779616623518271,0,0,-0.05847776213728406
CUST-00121,0,0.7519874318181303,1,-1.1976893070106176,2,0,25,-0.6299945704082884,0,0,3,0,3,0,-0.9752446403913734,-1.438557751203308,0,0,4,-0.7471790447578698,0,0,-0.5996976014202282
CUST-00122,0,0.380079391381858,2,1.4307536888059018,1,0,999,-1.5703452336570387,0,1,0,0,2,1,0.5661377225658607,-1.438557751203308,0,1,3,2.2171001501529584,0,1,-1.1911723728877501
CUST-00123,1,0.00817135094558566,2,-1.0543196890569893,1,1,100,0.6370091230373767,1,1,2,0,4,0,0.007436146275449358,-0.368467680880986,0,0,1,-0.2739576570355589,0,0,0.5215130374852611
CUST-00124,0,-1.4794608107995035,6,-0.38526147194005705,0,0,25,0.3681377986099593,0,0,0,0,2,0,-0.5123016085006188,0.701622389441336,0,0,2,-0.5043616300036883,0,1,-0.44230357330583775
CUST-00125,0,1.4214219046034204,2,0.8572752169913885,1,0,50,-1.0071289295704897,0,0,3,0,3,0,0.4849080607647725,2.84180253008598,0,0,3,0.8578537898996025,0,0,1.0814152566209663
CUST-00126,1,1.347040296516166,6,0.23600687252566574,2,1,100,-0.4049255068061345,0,1,3,2,4,0,-0.7731610915203735,-0.7251643709884267,0,0,2,-0.596859809392191,1,0,0.3480146640139207
CUST-00127,0,-1.1075527703632313,0,-0.4330513445912665,0,0,25,-0.16385774510113588,0,1,0,1,5,1,0.517928248488792,-0.011770990773545355,0,0,2,0.2485382176078874,0,0,1.350937044819401
CUST-00128,0,-0.735644729926959,2,0.18821699987445628,0,1,100,0.20737418175127761,1,0,2,1,4,0,-0.310218059629619,-0.011770990773545355,0,0,2,-0.3725449891317163,0,0,0.6393325620405765
CUST-00129,0,1.644566728865184,6,-0.2418918539864287,1,0,50,1.1101356708166457,0,1,3,0,4,0,3.3021904773781228,-0.368467680880986,0,0,2,1.0465626891724222,0,0,0.6885495842333342
